7892501	2.99921
7892502	4.88616
7892503	2.29467
7892504	7.86332
7892505	3.68406
7892506	2.53283
7892507	3.83494
7892508	5.47464
7892509	9.74321
7892510	3.56236
7892511	3.27604
7892512	5.53133
7892513	2.95957
7892514	8.95286
7892515	8.86081
7892516	3.47034
7892517	4.32942
7892518	2.46176
7892519	4.31473
7892520	8.13708
7892521	7.14173
7892522	7.34436
7892524	5.29517
7892525	5.59559
7892526	3.79785
7892527	7.99784
7892528	2.14858
7892529	5.07454
7892530	6.20565
7892531	4.82787
7892532	3.75847
7892533	5.78078
7892534	4.90574
7892535	3.86028
7892536	10.7876
7892537	2.75029
7892538	3.44098
7892539	3.48888
7892540	5.50593
7892541	9.04602
7892542	8.96214
7892543	4.37935
7892544	3.88372
7892545	6.11246
7892547	3.96993
7892548	6.75122
7892549	5.22518
7892550	4.64645
7892551	9.81898
7892552	3.85844
7892553	2.06943
7892554	3.2332
7892555	6.37844
7892556	11.7818
7892557	3.41898
7892558	3.76783
7892559	6.65685
7892560	4.32104
7892561	10.9488
7892562	6.84436
7892563	6.19863
7892564	10.3916
7892565	5.50287
7892566	2.69637
7892567	5.51709
7892568	10.281
7892569	9.4656
7892570	5.34725
7892571	1.85333
7892572	7.54187
7892573	3.5001
7892574	9.68158
7892575	5.08397
7892576	6.07687
7892577	3.26345
7892578	4.89324
7892579	9.67176
7892580	2.51466
7892581	3.17966
7892582	2.3963
7892583	5.28913
7892584	5.58975
7892585	2.33141
7892586	2.82474
7892587	2.94776
7892588	1.92034
7892589	6.20666
7892590	3.27122
7892591	2.32199
7892592	4.99316
7892593	3.14548
7892594	3.03138
7892595	3.94415
7892596	3.30102
7892597	4.95909
7892598	10.0903
7892599	9.74443
7892600	1.60666
7892602	3.40486
7892603	2.40954
7892604	2.43846
7892605	7.94429
7892606	11.4091
7892608	7.65238
7892609	2.54689
7892610	4.46608
7892611	1.915
7892612	1.62994
7892613	9.14119
7892614	3.83786
7892615	3.89737
7892616	1.81415
7892617	12.1561
7892618	5.7816
7892619	2.42714
7892620	11.2624
7892621	11.4553
7892622	8.91521
7892623	9.68527
7892624	4.46619
7892625	6.67638
7892626	2.84751
7892627	7.40449
7892628	9.1473
7892629	3.75145
7892630	7.61942
7892631	1.59494
7892632	3.8426
7892633	6.98721
7892634	7.79189
7892635	7.69788
7892636	8.15631
7892637	5.63502
7892638	2.08658
7892639	6.32249
7892640	12.0419
7892641	2.57613
7892642	9.20375
7892643	9.35528
7892644	6.27651
7892645	2.20545
7892646	1.75521
7892647	4.52783
7892648	9.62627
7892649	3.72193
7892650	12.1853
7892651	2.38984
7892652	10.8309
7892653	1.98879
7892654	8.23401
7892655	2.36435
7892656	2.95594
7892657	3.37609
7892658	1.79062
7892659	1.84431
7892660	1.52274
7892661	9.40229
7892662	10.145
7892663	11.5539
7892664	6.12567
7892665	5.14052
7892666	2.38597
7892667	8.56711
7892668	10.8042
7892669	6.04322
7892670	7.54245
7892671	4.43545
7892672	4.63143
7892673	4.13408
7892674	6.74738
7892675	2.63494
7892676	2.85849
7892677	9.98638
7892678	6.90109
7892679	5.26655
7892680	8.91285
7892681	5.98247
7892682	2.14444
7892683	3.24645
7892684	9.42907
7892685	3.95951
7892686	6.45989
7892687	3.71052
7892688	7.27527
7892689	4.38099
7892690	3.88563
7892691	1.98795
7892692	6.57867
7892693	6.70833
7892694	7.18356
7892695	4.21673
7892696	5.97677
7892697	6.95204
7892699	4.51588
7892700	4.18895
7892701	11.0222
7892702	4.67011
7892703	8.27125
7892704	12.8385
7892705	6.60547
7892706	5.43255
7892707	7.74723
7892708	2.91072
7892709	1.90839
7892710	3.56621
7892711	5.64021
7892712	8.10927
7892713	8.59694
7892714	3.34349
7892715	4.17862
7892716	5.67984
7892717	3.97344
7892718	4.76602
7892719	7.58907
7892720	7.59097
7892721	8.33555
7892722	1.66713
7892723	1.87509
7892724	3.82102
7892725	4.13408
7892726	3.68615
7892727	2.80536
7892728	4.69803
7892729	2.18869
7892730	2.97522
7892731	5.63001
7892732	3.37461
7892733	2.25192
7892734	3.31633
7892735	2.28059
7892736	5.79413
7892737	3.04513
7892738	5.84092
7892739	3.98516
7892740	1.59274
7892741	5.40116
7892742	8.69605
7892743	2.66071
7892744	6.54826
7892745	7.09353
7892746	2.37176
7892747	6.75788
7892748	9.16803
7892749	2.59652
7892750	2.84051
7892751	7.71539
7892752	2.46348
7892753	12.228
7892754	3.9396
7892755	3.07675
7892757	7.11408
7892758	5.24651
7892759	5.84415
7892760	6.35779
7892761	5.99004
7892762	12.233
7892763	5.55914
7892764	10.0137
7892765	8.58248
7892766	11.3477
7892767	3.60398
7892768	2.32641
7892769	2.31643
7892770	10.7521
7892771	9.83502
7892772	3.39274
7892773	6.98526
7892774	5.30546
7892775	4.18692
7892776	8.75449
7892777	4.47492
7892778	7.98838
7892779	2.84777
7892780	3.67577
7892781	4.42733
7892782	11.063
7892783	8.83759
7892784	3.79611
7892785	2.30223
7892786	8.89211
7892787	2.35958
7892788	9.0703
7892789	5.39057
7892790	3.66915
7892791	11.4496
7892792	4.0734
7892793	3.10907
7892794	4.08416
7892795	5.52093
7892796	13.051
7892797	7.25211
7892798	3.26004
7892799	2.55953
7892800	2.42282
7892801	2.25574
7892802	8.67003
7892803	12.1574
7892804	3.00465
7892805	3.2229
7892806	1.91033
7892807	3.86017
7892808	8.71438
7892809	2.14378
7892810	5.08649
7892811	2.27608
7892812	5.30788
7892813	1.66694
7892814	8.21373
7892816	8.59948
7892817	13.0128
7892818	2.27687
7892819	4.84014
7892820	10.6778
7892821	2.10079
7892822	3.27813
7892823	6.56993
7892824	5.96307
7892825	3.0094
7892826	3.41292
7892827	11.8192
7892828	2.07423
7892829	11.715
7892830	11.5043
7892831	8.51609
7892832	7.4392
7892833	3.04515
7892834	2.58456
7892835	10.8261
7892836	11.9624
7892837	10.6171
7892838	8.49553
7892839	1.96839
7892840	4.61108
7892841	9.5764
7892842	2.25477
7892843	2.85325
7892844	2.67175
7892845	6.31002
7892846	12.5633
7892847	6.87716
7892848	8.44024
7892849	2.90598
7892850	5.28985
7892851	4.74395
7892852	3.86383
7892853	11.4088
7892854	2.41169
7892855	4.47547
7892856	3.91777
7892857	11.1309
7892858	2.09349
7892859	5.73722
7892860	4.53385
7892861	10.8369
7892862	11.7623
7892863	6.5113
7892864	2.76635
7892865	8.54129
7892866	4.09769
7892867	3.47054
7892868	12.6331
7892869	7.64696
7892870	7.09334
7892871	6.4913
7892872	5.54019
7892873	1.99557
7892874	2.93051
7892875	5.28655
7892876	3.6429
7892877	2.82046
7892878	4.80652
7892879	2.85383
7892880	9.81756
7892881	3.00735
7892882	9.59209
7892883	3.1359
7892884	10.5055
7892885	4.9687
7892886	3.38345
7892887	3.11825
7892888	4.67981
7892889	11.1965
7892890	10.4998
7892891	11.5686
7892892	3.29945
7892893	8.28283
7892894	9.52389
7892895	4.22185
7892896	10.4913
7892897	1.83097
7892898	7.59581
7892899	10.0715
7892900	12.1029
7892901	10.7339
7892902	11.6019
