7892501	3.3684
7892502	4.0125
7892503	2.99347
7892504	8.04417
7892505	3.85246
7892506	4.57528
7892507	4.22608
7892508	5.35752
7892509	10.195
7892510	5.9422
7892511	3.72369
7892512	5.64317
7892513	4.06223
7892514	8.35151
7892515	8.57903
7892516	2.37897
7892517	6.04682
7892518	2.47262
7892519	3.25469
7892520	8.31511
7892521	6.91194
7892522	6.05696
7892524	5.15765
7892525	4.72006
7892526	4.52103
7892527	8.16841
7892528	1.84947
7892529	4.73524
7892530	6.84213
7892531	4.49587
7892532	3.97808
7892533	6.09297
7892534	5.81664
7892535	6.14721
7892536	10.9354
7892537	2.7665
7892538	2.94204
7892539	3.609
7892540	6.42093
7892541	9.17182
7892542	8.59061
7892543	4.92862
7892544	3.92773
7892545	4.90384
7892547	4.79671
7892548	6.20393
7892549	6.52187
7892550	4.19143
7892551	10.2069
7892552	4.78341
7892553	3.28267
7892554	2.87271
7892555	6.13905
7892556	12.0109
7892557	2.1213
7892558	4.76151
7892559	6.52737
7892560	4.96555
7892561	11.0419
7892562	6.90831
7892563	6.81194
7892564	9.72792
7892565	6.72465
7892566	3.6615
7892567	5.58828
7892568	10.0051
7892569	8.19982
7892570	5.70624
7892571	1.99077
7892572	7.6894
7892573	4.51779
7892574	9.80709
7892575	5.48279
7892576	5.87853
7892577	2.32516
7892578	4.10962
7892579	10.1792
7892580	2.34104
7892581	4.12962
7892582	2.78992
7892583	5.24763
7892584	4.79332
7892585	2.96953
7892586	1.86974
7892587	3.75615
7892588	2.12842
7892589	6.56347
7892590	3.83397
7892591	2.53349
7892592	5.35136
7892593	2.77069
7892594	4.71025
7892595	3.3517
7892596	3.34595
7892597	5.10429
7892598	8.74559
7892599	10.7681
7892600	2.4567
7892602	2.97859
7892603	3.03721
7892604	2.10876
7892605	7.47575
7892606	12.1159
7892608	7.95923
7892609	1.71355
7892610	4.77335
7892611	1.7894
7892612	2.94335
7892613	9.79165
7892614	5.1246
7892615	3.60822
7892616	2.12618
7892617	12.4776
7892618	5.22142
7892619	2.55217
7892620	12.0926
7892621	12.2791
7892622	8.79373
7892623	9.2246
7892624	4.30785
7892625	5.59884
7892626	2.66241
7892627	7.20792
7892628	9.18017
7892629	4.23344
7892630	7.71537
7892631	1.99918
7892632	4.57914
7892633	8.46106
7892634	7.78876
7892635	8.47563
7892636	7.93901
7892637	6.22051
7892638	1.89068
7892639	5.39961
7892640	11.8236
7892641	4.11871
7892642	9.64861
7892643	9.68601
7892644	6.1068
7892645	2.19854
7892646	1.97549
7892647	5.55735
7892648	9.90012
7892649	4.7685
7892650	12.6873
7892651	2.45008
7892652	11.5077
7892653	2.38719
7892654	7.68748
7892655	3.39345
7892656	2.72489
7892657	3.16169
7892658	1.96358
7892659	2.54731
7892660	2.36323
7892661	9.78892
7892662	9.73359
7892663	11.4166
7892664	6.72837
7892665	5.69639
7892666	1.71556
7892667	8.7937
7892668	10.0642
7892669	5.37941
7892670	7.7946
7892671	4.14431
7892672	4.65199
7892673	5.50234
7892674	7.09312
7892675	5.49619
7892676	2.24397
7892677	10.4117
7892678	7.68571
7892679	6.65563
7892680	9.47717
7892681	6.47073
7892682	2.18788
7892683	4.17511
7892684	9.96328
7892685	5.09286
7892686	6.42135
7892687	4.716
7892688	7.82154
7892689	4.10286
7892690	2.37596
7892691	2.91336
7892692	6.81697
7892693	6.74812
7892694	7.38261
7892695	4.73548
7892696	4.76121
7892697	7.72436
7892699	5.31612
7892700	3.69936
7892701	11.6933
7892702	5.03493
7892703	7.80934
7892704	13.0585
7892705	6.5315
7892706	6.4524
7892707	8.85885
7892708	4.38484
7892709	1.87794
7892710	1.61385
7892711	6.42417
7892712	7.90686
7892713	8.57783
7892714	2.32043
7892715	3.81119
7892716	6.24222
7892717	5.35588
7892718	3.36223
7892719	8.84805
7892720	8.15516
7892721	9.15992
7892722	1.34977
7892723	3.23021
7892724	4.33794
7892725	2.62187
7892726	2.80491
7892727	4.17017
7892728	4.01004
7892729	2.2249
7892730	3.0263
7892731	5.63839
7892732	2.20313
7892733	3.65838
7892734	4.8597
7892735	3.42494
7892736	4.72529
7892737	3.9863
7892738	6.13412
7892739	5.34611
7892740	1.93847
7892741	4.20699
7892742	7.77251
7892743	2.42942
7892744	6.09297
7892745	7.18823
7892746	1.94121
7892747	7.65126
7892748	9.55221
7892749	3.11597
7892750	4.00408
7892751	7.27897
7892752	2.57026
7892753	13.2626
7892754	3.89901
7892755	3.54555
7892757	7.52748
7892758	5.81896
7892759	6.1881
7892760	6.37754
7892761	5.13669
7892762	12.0414
7892763	5.89287
7892764	10.2229
7892765	9.50664
7892766	11.5888
7892767	3.00138
7892768	2.67021
7892769	2.32868
7892770	10.8652
7892771	10.2336
7892772	4.26293
7892773	7.38557
7892774	5.30567
7892775	3.79254
7892776	9.57615
7892777	4.906
7892778	8.14724
7892779	2.42916
7892780	4.78803
7892781	4.68375
7892782	11.8141
7892783	8.54784
7892784	3.26196
7892785	2.52093
7892786	8.46364
7892787	2.40982
7892788	10.1002
7892789	4.41979
7892790	3.08422
7892791	11.4136
7892792	5.42513
7892793	3.29889
7892794	4.51952
7892795	5.54037
7892796	13.09
7892797	6.86713
7892798	3.58393
7892799	2.56473
7892800	2.61695
7892801	2.3951
7892802	7.95962
7892803	12.1563
7892804	3.20628
7892805	2.76268
7892806	1.73716
7892807	4.10519
7892808	8.98282
7892809	2.33445
7892810	4.93266
7892811	2.61397
7892812	6.16875
7892813	2.63306
7892814	6.97381
7892816	9.10798
7892817	13.2452
7892818	2.61245
7892819	4.68148
7892820	10.2123
7892821	2.3553
7892822	4.08469
7892823	7.02945
7892824	6.47747
7892825	3.70445
7892826	4.38174
7892827	12.4995
7892828	2.16713
7892829	11.959
7892830	11.7104
7892831	8.1344
7892832	5.37811
7892833	2.43002
7892834	2.96726
7892835	11.6931
7892836	11.7978
7892837	11.7666
7892838	8.50956
7892839	1.72276
7892840	5.33229
7892841	10.362
7892842	4.70362
7892843	2.81908
7892844	1.81811
7892845	7.12605
7892846	12.7277
7892847	6.38866
7892848	7.91513
7892849	3.13897
7892850	4.21448
7892851	5.38962
7892852	4.5239
7892853	11.67
7892854	4.63096
7892855	4.44016
7892856	5.38697
7892857	11.4196
7892858	2.20313
7892859	5.91392
7892860	4.36739
7892861	9.46391
7892862	9.98841
7892863	6.32106
7892864	2.55906
7892865	8.93723
7892866	2.69077
7892867	2.18387
7892868	12.9411
7892869	8.42366
7892870	6.60035
7892871	6.97942
7892872	7.89842
7892873	2.46929
7892874	4.30857
7892875	5.07173
7892876	2.75615
7892877	4.88667
7892878	5.31768
7892879	2.07833
7892880	10.0632
7892881	3.25541
7892882	9.31707
7892883	2.44281
7892884	10.8366
7892885	4.35056
7892886	4.43484
7892887	3.32665
7892888	3.75023
7892889	11.9629
7892890	11.0883
7892891	11.892
7892892	4.57614
7892893	8.7337
7892894	10.3302
7892895	3.81338
7892896	10.5563
7892897	3.46185
7892898	7.209
7892899	10.6882
7892900	11.8309
7892901	10.7292
7892902	12.457
7892903	7.06542
7892904	4.50395
7892905	4.52881
7892906	12.578
7892907	11.6191
7892908	5.37272
7892909	5.96938
7892910	4.87198
7892911	6.47763
7892912	5.01186
7892913	6.45728
7892914	5.3948
7892915	7.21792
7892917	3.38491
7892918	5.9764
7892919	8.13062
7892920	9.71884
7892921	2.42546
7892922	3.50523
7892923	1.71211
7892924	10.1446
7892925	9.54776
7892926	8.0274
7892927	2.37262
7892928	10.3213
7892929	3.62405
7892930	11.1103
7892931	4.59431
7892932	8.30855
7892933	3.18668
7892934	5.27911
7892935	10.0836
7892936	3.78202
7892937	7.08104
7892938	8.01903
7892939	9.77004
7892940	12.3416
7892941	12.07
7892942	4.39042
7892944	9.18319
7892945	2.9075
7892946	3.88136
7892947	11.1778
7892948	9.97094
7892949	3.63383
7892950	3.09954
7892951	6.77433
7892952	6.41523
7892953	6.11451
7892954	9.11088
7892955	10.1833
7892956	11.1799
7892957	5.00193
7892958	3.69917
7892959	7.57374
7892960	9.48365
7892961	5.87764
7892962	2.33267
7892963	4.37662
7892964	4.82154
7892965	2.60629
7892966	9.45889
7892967	9.65606
7892968	7.67164
7892969	11.4844
7892970	3.42569
7892972	9.73388
7892973	3.61429
7892974	5.03603
7892975	2.28273
7892976	2.96931
7892977	11.0501
7892978	6.50078
