,species,corr_pc1,corr_pc2,effect_size,mean_abundance,p_value,pre,post,going_through
224,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,0.33085106647561285,0.4462750157770313,0.0033953776800372706,0.005467201219323913,1.0732040089472836e-06,0.003331235401885464,0.006726613081922734,0.00664242630380755
225,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241,-0.13664834071189585,-0.01633064743891153,0.0021378226213083495,0.004933401138729393,0.3655085373243237,0.004423636609418698,0.005527516227121947,0.0033896936058135973
226,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,0.25704298078683296,0.02336224651124168,0.001211978397542781,0.0004352672518649917,4.874691022874858e-06,0.00020301774165911167,0.0004351122711687882,0.0014149961392018928
227,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,0.0364011474411078,0.1539204845073866,0.0004055036445220387,0.00021947118143342406,0.015266494331427584,0.0004379591086946929,0.00010139569101084837,3.245546417265424e-05
228,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0.031880677034946514,0.25783247426708583,0.03140477163010153,0.03002297887932066,9.431755836806734e-08,0.013558221263203439,0.04399414226716559,0.012589370637064055
229,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,-0.2802340068335417,0.01056040240357592,0.00048379548243477613,0.001896450225451128,0.5429899477069748,0.002186020625413764,0.001702225142978988,0.0018830879809711761
230,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum,0.06703332123466527,0.05551655757515657,1.0246437084546441e-06,4.408139125072351e-06,0.17374293920770925,3.7895288677838626e-06,4.76231770971252e-06,4.814172576238507e-06
231,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,-0.13909230284093965,0.0930201272405027,0.004293872139608633,0.0045382138896452665,0.6603572822137073,0.007247960749257574,0.002955486179332881,0.002954088609648941
232,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.15677267979981455,-0.10769957164241965,0.018892573040016736,0.020728754359988576,0.47359698707021236,0.018066465645811637,0.019922444630961943,0.03695903868582837
233,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.7909530200863977,-0.1992532872393828,0.05054900174510196,0.08196259105998753,0.0006996596613158541,0.056429541320555734,0.09525255205478171,0.1069785430656577
234,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,-0.013474539084346468,-0.1284662927527928,0.0017966588960240844,0.0013560385817984477,0.0027107233511719964,0.0008319203382482513,0.001506698435072323,0.0026285792342723357
235,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum,,,,0.0006434376930313078,,0.0006434376930313078,,
236,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,-0.10561954386973066,0.05606147423316805,0.0004027713875373659,0.00016696696331311905,0.022517744241657395,0.0004134615991215234,2.4951917468401855e-05,1.0690211584157442e-05
237,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,-0.147010936093915,-0.1903823791111187,0.006482740490565809,0.015080405913721326,0.9403943074745305,0.017494056011467227,0.014098358899152022,0.011011315520901418
238,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae,,,,0.0,,0.0,,
239,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,-0.12767892665822209,-0.03333581022401504,0.001452006903887926,0.0015188399614100446,0.560804534845889,0.0021282548496353135,0.0012411481201914964,0.0006762479457473877
240,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii,-0.07882396124568349,0.044621904147696456,0.001150998022411254,0.00220742198785265,0.05143446338587373,0.0027925521536662414,0.0019016687718683436,0.0016415541312549875
241,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media,,,,0.0,,0.0,,
242,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA,0.03748977464384566,0.07506808246095932,3.779580293436167e-05,2.2982393533055214e-05,0.8721349243978431,6.592340847446926e-06,3.779580293436167e-05,0.0
243,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae,,,,0.0,,0.0,,
244,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0.14958831829117364,-0.053452299298461035,0.006966002789079835,0.01348870677761475,0.4142309698158626,0.01753849060375166,0.011211578268869043,0.010572487814671825
245,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,-0.04525380483103324,0.08406070713674425,0.0014026482397204278,0.0011199540914609489,0.4574189741774177,0.002003935357063841,0.0006012871173434131,0.0006177492398648791
246,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,0.1287869541264403,0.09846092234006383,5.2599413477383695e-05,3.0204057200515663e-05,0.1604836899432413,4.347460670341112e-06,5.2599413477383695e-05,0.0
247,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_mirabilis,-0.03044736313389183,0.07810637999811083,9.576273101695297e-06,4.28467893007915e-06,0.8697520246816152,9.576273101695297e-06,1.3856151242832363e-06,0.0
248,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis,0.11340814992980489,0.0131872276182264,0.0009470107711611787,0.0005658220580196455,0.748531601374593,0.00012839632792797267,0.0009526167993232614,5.606028162082687e-06
249,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex,0.0477483035690044,0.06185960268087596,5.6332004638636e-05,4.956690946833853e-05,0.7194850068447318,4.354318705743851e-05,6.0894114291942545e-05,4.562109653306543e-06
250,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_planticola,0.06406335328292957,0.05891853946620116,7.819492577633509e-06,4.985632010965172e-06,0.8376511073602693,7.819492577633509e-06,3.866104134184489e-06,0.0
251,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_kristinae,,,,0.0,,0.0,,
252,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,-0.05780469294376492,0.008828500774972046,1.325451765007894e-05,1.109980104774645e-05,0.3815492923112816,1.325451765007894e-05,1.1424731336606605e-05,0.0
253,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata,,,,0.0,,0.0,,
254,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_542,,,,0.0,,0.0,,
255,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae,-0.15999147183141113,-0.013297032620760891,0.0001821542880314363,0.00012724007113246665,0.9575062851218581,5.288633158607413e-05,0.0001959235430698654,1.3769255038429083e-05
256,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,-0.24895906091685158,0.06273012108148254,0.0006183145739457298,0.0002787468839558898,0.4683407185502697,0.0006222106988602956,9.005200518828727e-05,3.89612491456573e-06
257,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii,-0.05187444363200766,0.04167809273157631,2.914733871172745e-05,3.269157207926898e-05,0.04636752571484673,1.654310022305632e-05,4.569043893478377e-05,1.9967173728323252e-05
258,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,-0.14740787455603976,0.012963055443911345,0.00023590533784856869,8.822411526897147e-05,0.1260227101362509,0.00023590533784856869,2.2694656318377266e-06,0.0
259,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense,-0.08810581686641586,0.1101757426655842,5.159644510004522e-07,3.5490500801883747e-07,0.5658827043047598,4.577266741957054e-07,2.2332104149961432e-07,7.392854925000666e-07
260,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans,,,3.7016769855452443e-06,2.5061937567504767e-06,,0.0,3.7016769855452443e-06,0.0
261,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea,-0.2692981488512215,-0.05277378709371043,0.00254293348936328,0.0009820479604312148,0.0010189861760010657,0.00254293348936328,8.154710110989462e-05,0.0
262,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_seminalis,0.06160299165392759,0.04751012016372283,5.275217415509046e-05,3.293764560074204e-05,0.8721349243978431,1.1535324485184015e-05,5.275217415509046e-05,0.0
263,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,0.0510799618971483,0.11652941279176225,9.774818861378223e-05,4.693793710307278e-05,0.6288991767681285,0.00010739392086497033,9.6457322511881e-06,2.3903564257502157e-05
264,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,-0.035926916957734124,0.066479458066144,0.0008947875572827663,0.001536377496830802,0.07623501708941974,0.001011484664310905,0.0018328160137502706,0.0019062722215936715
265,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus,0.019698392410021356,-0.05606465532083001,8.239436980757802e-07,3.0382923866544394e-07,0.42488692537717165,8.239436980757802e-07,0.0,0.0
266,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli,-0.00790041558807635,-0.038756134785717496,1.6444966813446643e-06,7.191532106710501e-07,0.8376511073602693,1.6444966813446643e-06,2.0734723572451515e-07,0.0
267,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales_unclassified|g__Lawsonella|s__Lawsonella_clevelandensis,,,,8.87175800299142e-06,,8.87175800299142e-06,,
268,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_radingae,,,,0.0,,0.0,,
269,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila,-0.057672759690709195,0.19139167894386683,3.7532867839525073e-06,6.939194257798846e-06,0.08541772211079836,4.648683624614138e-06,8.401970408566645e-06,7.501951560734529e-06
270,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,-0.37427992906308455,-0.22413529906249138,0.035270314397096166,0.03318582251295331,0.7397556423576801,0.05024154766025873,0.024550379591183773,0.014971233263162563
271,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885,-0.15069635500120152,-0.10671038927713802,0.0014417281913455787,0.0005376056822909665,0.056931120512743814,0.0014417281913455787,1.0976389392706782e-05,0.0
272,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24,-0.09052193286288843,-0.10826517314707967,0.0007797108498188094,0.0002953342803127325,0.025728116176212252,0.0007797108498188094,0.0,8.93246221948175e-05
273,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_atypicum,,,,0.000937459488946954,,0.000937459488946954,,
274,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,-0.16372866185132778,-0.049263015535622304,0.0008922103626029779,0.00157019447726989,0.6586128499270363,0.0012404877846268869,0.0017032708391836549,0.0021326981472298647
275,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,-0.013969440484491998,-0.2179237158198243,0.0027715219712522113,0.011854239119227606,0.553568629925,0.013528157522061298,0.010756635550809086,0.011620690882457858
276,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis,-0.001256228652465829,0.1846557766703579,0.0001185910574386711,4.835716980635577e-05,0.7784873484349922,0.00012208343879979532,5.5785165606121905e-06,3.492381361124215e-06
277,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Mageeibacillus|s__Mageeibacillus_indolicus,-0.007752877161994749,0.016767506246513575,7.001548401698896e-05,2.6478783698734552e-05,0.171732071895363,7.063895021351354e-05,6.234661965245728e-07,1.0475550073279511e-06
278,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae,-0.1242174894547667,-0.12355894691336285,7.255838714751736e-05,2.7408195223937672e-05,0.6488771215315611,7.255838714751736e-05,1.199613725591993e-06,0.0
279,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii,,,0.0001291251358675889,2.7938391640836744e-05,,0.0001291251358675889,0.0,2.7958635349162383e-06
280,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae,0.02480971028515193,-0.004306259915712112,5.360276364256084e-05,2.2572947375930658e-05,0.16219852806744098,5.635826850945357e-05,2.850076666145368e-06,2.7555048668927263e-06
281,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna,-0.06733867226472799,0.053773170872219694,0.00011677186891236056,4.3396600554642416e-05,0.0686225946436119,0.00011677186891236056,6.197221024541757e-07,0.0
282,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_KA00067,-0.04199838863410965,0.10024228240440872,5.951757024089755e-05,2.5349148759519047e-05,0.5754063114856502,5.951757024089755e-05,6.25663399207002e-06,0.0
283,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279,-0.13268482374652382,-0.058384055561128315,0.0013479444864932999,0.0010556263827998947,0.005522869770389552,0.0018599816160838308,0.000512037129590531,0.0010438625446186393
284,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans,-0.05568283534514417,0.03350039486169146,2.6207549907745355e-05,1.0160370253781842e-05,0.2737942403743042,2.647326547922722e-05,2.6571557148186434e-07,2.901380186554744e-06
285,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus,-0.09532093498548301,0.0436431737626669,1.932135627273863e-05,1.0776435156514016e-05,0.38059209254780174,2.2317381265928015e-05,2.996024993189386e-06,1.0489282567500947e-05
286,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum,-0.015965111186329928,0.04959793187308509,2.158877863068354e-05,8.626364010251871e-06,0.003098556961689606,2.1666404978164375e-05,7.762634748083408e-08,6.796203978412051e-06
287,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis,,,2.950410365969397e-05,1.3088589224726223e-05,,2.950410365969397e-05,1.0005986950985464e-05,0.0
288,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_duerdenii,-0.06750252038169464,0.04576091928582192,1.3242969479408073e-05,4.883344995531728e-06,0.17956271356440026,1.3242969479408073e-05,0.0,0.0
289,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_sp_HMSC062D09,,,,2.101636747072843e-05,,2.101636747072843e-05,,
290,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,-0.22399385811894093,-0.0802473589046347,3.720350531139238e-05,0.00011938571815697636,0.18080956506911583,9.715627741017676e-05,0.00013435978272156914,0.00012001381722423405
291,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes,-0.01381590601395327,-0.016168902665351526,2.8139945584122765e-05,1.1240192395670348e-05,0.09736230266980081,2.841851692912279e-05,1.354463053551846e-06,2.7857134500002514e-07
292,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis,0.04062746747061656,0.02127275452511408,3.324840271288752e-05,1.9706539588745932e-05,0.12462116636502989,4.053789061544086e-05,7.2894879025533385e-06,9.080381454728404e-06
293,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Bacteroides_coagulans,-0.03159924188545458,0.10811354761541296,9.253430442096777e-06,4.713113214332441e-06,0.18408434031818316,1.044296491235394e-05,1.189534470257164e-06,2.4624061108524873e-06
294,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,-0.29831894616342636,-0.09303448844561804,0.001427881776385916,0.0012349059187639134,0.8882537421013045,0.001410770465494451,0.0009342489571153537,0.0023621307335012698
295,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,0.026854856182085156,-0.10755870217059911,0.0005375192750601263,0.0033784584760065675,0.06157236366095738,0.0036799348630943748,0.0031424155880342484,0.0035747887913930823
296,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10,-0.023376063368835825,0.03577407384112982,1.835911094455647e-05,7.697841588634073e-06,0.003773114489099229,1.568060211973117e-05,4.898175831041781e-07,1.884892852766065e-05
297,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251,-0.1363734680006687,0.17563146523514792,0.010454082298599697,0.009228313138594036,0.34576832502310834,0.008171838238098434,0.008432514466821426,0.01862592053669813
298,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Criibacterium|s__Criibacterium_bergeronii,-0.026924159982469578,0.024324328693419182,6.0356328967646024e-06,2.469185345391059e-06,0.8376511073602693,6.0356328967646024e-06,4.4790016498227514e-07,0.0
299,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0.09064467904148885,-0.08779600536861461,0.0006253150062336785,0.0016750190099223184,0.5730638504501193,0.0017208414518340802,0.0015615741172484033,0.002186889123482082
300,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,-0.04967003055119642,-0.2775246390783166,0.002405283402046922,0.0032544676691147493,0.9015221799561306,0.0030572404786237965,0.003703085212358543,0.001297801810311621
301,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_coxii,-0.017202765516830507,0.03213698626329974,7.216790160764522e-06,2.691208835942566e-06,0.5348184164251835,7.216790160764522e-06,5.5204531789698686e-08,0.0
302,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,-0.2429930332904571,-0.10625104226901048,0.005612134325243082,0.008073558633254707,0.01511082076401813,0.004989264034070797,0.010601398359313879,0.005362939003590613
303,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii,,,,2.9315399891974856e-05,,2.9315399891974856e-05,,
304,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua,,,,4.980228896734648e-06,,4.980228896734648e-06,,
305,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,-0.04506366761468305,-0.2563595097877915,0.004411846533322766,0.004446792262324252,5.286076172774808e-07,0.0021014752586875976,0.005704749616335254,0.006513321792010363
306,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia|s__Facklamia_hominis,-0.10150531174616506,0.0006165000778254523,3.4827926792621247e-06,1.333342285759163e-06,0.10925430921798675,3.4827926792621247e-06,0.0,5.607141175000506e-07
307,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0.1452719928076465,-0.27393307905213604,0.0024538666885087984,0.006669028875047932,0.07530473963670117,0.008147407810687127,0.005693541122178329,0.006500677253400994
308,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520,-0.21547073570887634,-0.06691601733309863,0.002474533504631996,0.001330698087215287,0.010569467726911027,0.002474533504631996,0.0007691289331167609,0.0
309,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica,0.001148897236454839,0.10828250526891298,1.1249924795238978e-05,2.0883062134747397e-05,0.08540575070720557,2.7056485540659463e-05,1.5806560745420486e-05,2.641332212922091e-05
310,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum_thomasii,-0.07310462310755125,-0.03092811956265268,1.2876130769286886e-06,6.400893225828744e-07,0.8376511073602693,1.2876130769286886e-06,3.0396689740766987e-07,0.0
311,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170,-0.14646772211626,-0.115625483145879,0.00010757512236852417,0.00040174311914927956,0.012932391071928735,0.0003359077364818159,0.00044348285885034006,0.0004198095636770001
312,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii,-0.01848305390267772,-0.09482690082413107,0.0002470522995833071,0.00018957548793015357,0.5464764136161409,0.00014980555940808228,0.0002470522995833071,0.0
313,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,-0.19222713582328732,-0.030036251660802833,0.00011924897067794034,4.39730579374905e-05,0.0009122338288100577,0.00011924897067794034,0.0,0.0
314,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_naviforme,-0.06493654556397772,0.05731914958458281,1.4254956395338011e-06,7.709461373016369e-07,0.5388687485679502,1.4254956395338011e-06,4.511165429398579e-07,0.0
315,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,-0.17642409269611847,-0.1388356704844878,0.00033850576171298827,0.0008096793741649191,0.17927670341180824,0.001009660691083671,0.0006711549293706828,0.0008277314455143609
316,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,-0.31571162800080815,-0.06099580205143797,0.0011447801556772332,0.000956885291547847,0.13193376370903193,0.0011447801556772332,0.0009834438788815947,0.0
317,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,-0.09294963132276625,-0.1453770535650485,2.5267022183958433e-05,0.00015020593336597572,0.009907957556034113,0.00013510980536503745,0.00016037682754899588,0.00015062048751830447
318,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.21514272751251795,-0.053612273204961806,0.0018696996228713602,0.004407830008993949,0.03296462525189947,0.0033226395408066925,0.005017520922298211,0.005192339163678053
